
=== Setup ===

=== Availability: 삼성전자 CFS ===
company=삼성전자 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=삼성전자 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=229
company=삼성전자 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=213
company=삼성전자 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=176
company=삼성전자 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=185
company=삼성전자 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=186

=== Availability: 삼성전자 OFS ===
company=삼성전자 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=삼성전자 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=141
company=삼성전자 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=131
company=삼성전자 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=115
company=삼성전자 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=114
company=삼성전자 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=116

=== Availability: LG전자 CFS ===
company=LG전자 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=LG전자 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=271
company=LG전자 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=203
company=LG전자 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=202
company=LG전자 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=247
company=LG전자 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=247

=== Availability: LG전자 OFS ===
company=LG전자 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=LG전자 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=161
company=LG전자 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=137
company=LG전자 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=138
company=LG전자 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=156
company=LG전자 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=154

=== Availability: 대한항공 CFS ===
company=대한항공 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=대한항공 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=364
company=대한항공 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=335
company=대한항공 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=277
company=대한항공 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=291
company=대한항공 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=297

=== Availability: 대한항공 OFS ===
company=대한항공 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=대한항공 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=236
company=대한항공 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=290
company=대한항공 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=284
company=대한항공 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=235
company=대한항공 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=246

=== Account Matching Results ===
company=삼성전자 | corp_code=00126380 | year=2025 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=566942110000000 | ord=7 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2021 | fs_div=OFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익(손실) | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익(손실) | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=30970954000000 | ord=12 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2021 | fs_div=OFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=51250069000000 | ord=0 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2021 | fs_div=OFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-24435207000000 | ord=9 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2021 | fs_div=OFS | standardized_account=재무활동현금흐름 | current name-based match=yes | current matched account_nm=재무활동 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | account_id-based match=yes | account_id matched account_nm=재무활동 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | sj_nm=현금흐름표 | thstrm_amount=-23885054000000 | ord=23 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=68620167000000 | ord=7 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=부채총계 | current name-based match=yes | current matched account_nm=부채총계 | current matched account_id=ifrs-full_Liabilities | account_id-based match=yes | account_id matched account_nm=부채총계 | account_id matched account_id=ifrs-full_Liabilities | sj_nm=재무상태표 | thstrm_amount=40068142000000 | ord=54 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=자본총계 | current name-based match=yes | current matched account_nm=자본총계 | current matched account_id=ifrs-full_Equity | account_id-based match=yes | account_id matched account_nm=자본총계 | account_id matched account_id=ifrs-full_Equity | sj_nm=재무상태표 | thstrm_amount=28552025000000 | ord=33 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=매출액 | current name-based match=yes | current matched account_nm=매출액 | current matched account_id=ifrs-full_Revenue | account_id-based match=yes | account_id matched account_nm=매출액 | account_id matched account_id=ifrs-full_Revenue | sj_nm=손익계산서 | thstrm_amount=89200882000000 | ord=38 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=매출원가 | current name-based match=yes | current matched account_nm=매출원가 | current matched account_id=ifrs-full_CostOfSales | account_id-based match=yes | account_id matched account_nm=매출원가 | account_id matched account_id=ifrs-full_CostOfSales | sj_nm=손익계산서 | thstrm_amount=68359224000000 | ord=15 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=매출총이익 | current name-based match=yes | current matched account_nm=매출총이익 | current matched account_id=ifrs-full_GrossProfit | account_id-based match=yes | account_id matched account_nm=매출총이익 | account_id matched account_id=ifrs-full_GrossProfit | sj_nm=손익계산서 | thstrm_amount=20841658000000 | ord=25 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=영업이익 | current name-based match=yes | current matched account_nm=영업이익 | current matched account_id=dart_OperatingIncomeLoss | account_id-based match=yes | account_id matched account_nm=영업이익 | account_id matched account_id=dart_OperatingIncomeLoss | sj_nm=손익계산서 | thstrm_amount=2478392000000 | ord=6 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익(손실) | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익(손실) | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=1220412000000 | ord=27 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=4280500000000 | ord=33 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-3013603000000 | ord=16 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2025 | fs_div=CFS | standardized_account=재무활동현금흐름 | current name-based match=yes | current matched account_nm=재무활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | account_id-based match=yes | account_id matched account_nm=재무활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | sj_nm=현금흐름표 | thstrm_amount=-319476000000 | ord=8 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=65629589000000 | ord=7 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=부채총계 | current name-based match=yes | current matched account_nm=부채총계 | current matched account_id=ifrs-full_Liabilities | account_id-based match=yes | account_id matched account_nm=부채총계 | account_id matched account_id=ifrs-full_Liabilities | sj_nm=재무상태표 | thstrm_amount=40417925000000 | ord=54 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=자본총계 | current name-based match=yes | current matched account_nm=자본총계 | current matched account_id=ifrs-full_Equity | account_id-based match=yes | account_id matched account_nm=자본총계 | account_id matched account_id=ifrs-full_Equity | sj_nm=재무상태표 | thstrm_amount=25211664000000 | ord=33 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=매출액 | current name-based match=yes | current matched account_nm=매출액 | current matched account_id=ifrs-full_Revenue | account_id-based match=yes | account_id matched account_nm=매출액 | account_id matched account_id=ifrs-full_Revenue | sj_nm=손익계산서 | thstrm_amount=87728182000000 | ord=38 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=매출원가 | current name-based match=yes | current matched account_nm=매출원가 | current matched account_id=ifrs-full_CostOfSales | account_id-based match=yes | account_id matched account_nm=매출원가 | account_id matched account_id=ifrs-full_CostOfSales | sj_nm=손익계산서 | thstrm_amount=66348948000000 | ord=15 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=매출총이익 | current name-based match=yes | current matched account_nm=매출총이익 | current matched account_id=ifrs-full_GrossProfit | account_id-based match=yes | account_id matched account_nm=매출총이익 | account_id matched account_id=ifrs-full_GrossProfit | sj_nm=손익계산서 | thstrm_amount=21379234000000 | ord=25 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=영업이익 | current name-based match=yes | current matched account_nm=영업이익 | current matched account_id=dart_OperatingIncomeLoss | account_id-based match=yes | account_id matched account_nm=영업이익 | account_id matched account_id=dart_OperatingIncomeLoss | sj_nm=손익계산서 | thstrm_amount=3419675000000 | ord=6 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익(손실) | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익(손실) | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=591365000000 | ord=27 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=3842661000000 | ord=31 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-4211873000000 | ord=15 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2024 | fs_div=CFS | standardized_account=재무활동현금흐름 | current name-based match=yes | current matched account_nm=재무활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | account_id-based match=yes | account_id matched account_nm=재무활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | sj_nm=현금흐름표 | thstrm_amount=-704675000000 | ord=8 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=60240793000000 | ord=7 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=부채총계 | current name-based match=yes | current matched account_nm=부채총계 | current matched account_id=ifrs-full_Liabilities | account_id-based match=yes | account_id matched account_nm=부채총계 | account_id matched account_id=ifrs-full_Liabilities | sj_nm=재무상태표 | thstrm_amount=36742257000000 | ord=54 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=자본총계 | current name-based match=yes | current matched account_nm=자본총계 | current matched account_id=ifrs-full_Equity | account_id-based match=yes | account_id matched account_nm=자본총계 | account_id matched account_id=ifrs-full_Equity | sj_nm=재무상태표 | thstrm_amount=23498536000000 | ord=33 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=매출액 | current name-based match=yes | current matched account_nm=매출액 | current matched account_id=ifrs-full_Revenue | account_id-based match=yes | account_id matched account_nm=매출액 | account_id matched account_id=ifrs-full_Revenue | sj_nm=손익계산서 | thstrm_amount=84227765000000 | ord=39 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=매출원가 | current name-based match=yes | current matched account_nm=매출원가 | current matched account_id=ifrs-full_CostOfSales | account_id-based match=yes | account_id matched account_nm=매출원가 | account_id matched account_id=ifrs-full_CostOfSales | sj_nm=손익계산서 | thstrm_amount=64425110000000 | ord=16 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=매출총이익 | current name-based match=yes | current matched account_nm=매출총이익 | current matched account_id=ifrs-full_GrossProfit | account_id-based match=yes | account_id matched account_nm=매출총이익 | account_id matched account_id=ifrs-full_GrossProfit | sj_nm=손익계산서 | thstrm_amount=19802655000000 | ord=26 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=영업이익 | current name-based match=yes | current matched account_nm=영업이익 | current matched account_id=dart_OperatingIncomeLoss | account_id-based match=yes | account_id matched account_nm=영업이익 | account_id matched account_id=dart_OperatingIncomeLoss | sj_nm=손익계산서 | thstrm_amount=3549074000000 | ord=6 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익(손실)(A) | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익(손실)(A) | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=1150611000000 | ord=28 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=5913596000000 | ord=33 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-5289705000000 | ord=16 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2023 | fs_div=CFS | standardized_account=재무활동현금흐름 | current name-based match=yes | current matched account_nm=재무활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | account_id-based match=yes | account_id matched account_nm=재무활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | sj_nm=현금흐름표 | thstrm_amount=1503249000000 | ord=10 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=55156141000000 | ord=25 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=부채총계 | current name-based match=yes | current matched account_nm=부채총계 | current matched account_id=ifrs-full_Liabilities | account_id-based match=yes | account_id matched account_nm=부채총계 | account_id matched account_id=ifrs-full_Liabilities | sj_nm=재무상태표 | thstrm_amount=32664144000000 | ord=48 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=자본총계 | current name-based match=yes | current matched account_nm=자본총계 | current matched account_id=ifrs-full_Equity | account_id-based match=yes | account_id matched account_nm=자본총계 | account_id matched account_id=ifrs-full_Equity | sj_nm=재무상태표 | thstrm_amount=22491997000000 | ord=58 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=매출액 | current name-based match=yes | current matched account_nm=매출액 | current matched account_id=ifrs-full_Revenue | account_id-based match=yes | account_id matched account_nm=매출액 | account_id matched account_id=ifrs-full_Revenue | sj_nm=손익계산서 | thstrm_amount=83467318000000 | ord=0 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=매출원가 | current name-based match=yes | current matched account_nm=매출원가 | current matched account_id=ifrs-full_CostOfSales | account_id-based match=yes | account_id matched account_nm=매출원가 | account_id matched account_id=ifrs-full_CostOfSales | sj_nm=손익계산서 | thstrm_amount=63231088000000 | ord=1 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=매출총이익 | current name-based match=yes | current matched account_nm=매출총이익 | current matched account_id=ifrs-full_GrossProfit | account_id-based match=yes | account_id matched account_nm=매출총이익 | account_id matched account_id=ifrs-full_GrossProfit | sj_nm=손익계산서 | thstrm_amount=20236230000000 | ord=2 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=영업이익 | current name-based match=yes | current matched account_nm=영업이익(손실) | current matched account_id=dart_OperatingIncomeLoss | account_id-based match=yes | account_id matched account_nm=영업이익(손실) | account_id matched account_id=dart_OperatingIncomeLoss | sj_nm=손익계산서 | thstrm_amount=3550972000000 | ord=8 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익(손실) | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익(손실) | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=1863123000000 | ord=18 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=3107839000000 | ord=0 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-3227546000000 | ord=6 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2022 | fs_div=CFS | standardized_account=재무활동현금흐름 | current name-based match=yes | current matched account_nm=재무활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | account_id-based match=yes | account_id matched account_nm=재무활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | sj_nm=현금흐름표 | thstrm_amount=448320000000 | ord=23 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=53481478000000 | ord=25 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=부채총계 | current name-based match=yes | current matched account_nm=부채총계 | current matched account_id=ifrs-full_Liabilities | account_id-based match=yes | account_id matched account_nm=부채총계 | account_id matched account_id=ifrs-full_Liabilities | sj_nm=재무상태표 | thstrm_amount=33383445000000 | ord=48 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=자본총계 | current name-based match=yes | current matched account_nm=자본총계 | current matched account_id=ifrs-full_Equity | account_id-based match=yes | account_id matched account_nm=자본총계 | account_id matched account_id=ifrs-full_Equity | sj_nm=재무상태표 | thstrm_amount=20098033000000 | ord=58 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=매출액 | current name-based match=yes | current matched account_nm=매출액 | current matched account_id=ifrs-full_Revenue | account_id-based match=yes | account_id matched account_nm=매출액 | account_id matched account_id=ifrs-full_Revenue | sj_nm=손익계산서 | thstrm_amount=74721629000000 | ord=0 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=매출원가 | current name-based match=yes | current matched account_nm=매출원가 | current matched account_id=ifrs-full_CostOfSales | account_id-based match=yes | account_id matched account_nm=매출원가 | account_id matched account_id=ifrs-full_CostOfSales | sj_nm=손익계산서 | thstrm_amount=55848752000000 | ord=1 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=매출총이익 | current name-based match=yes | current matched account_nm=매출총이익 | current matched account_id=ifrs-full_GrossProfit | account_id-based match=yes | account_id matched account_nm=매출총이익 | account_id matched account_id=ifrs-full_GrossProfit | sj_nm=손익계산서 | thstrm_amount=18872877000000 | ord=2 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=영업이익 | current name-based match=yes | current matched account_nm=영업이익(손실) | current matched account_id=dart_OperatingIncomeLoss | account_id-based match=yes | account_id matched account_nm=영업이익(손실) | account_id matched account_id=dart_OperatingIncomeLoss | sj_nm=손익계산서 | thstrm_amount=3863774000000 | ord=8 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익(손실) | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익(손실) | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=1414972000000 | ord=18 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=2677382000000 | ord=0 | classification=both match same row
company=LG전자 | corp_code=00401731 | year=2021 | fs_div=CFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동으로 인한 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동으로 인한 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-2465536000000 | ord=6 | classification=both match same row
